Version;File;Buggy
1;tajo-cluster-tests/src/test/java/org/apache/tajo/BackendTestingUtil.java;no
2;tajo-cluster-tests/src/test/java/org/apache/tajo/BackendTestingUtil.java;no
3;tajo-cluster-tests/src/test/java/org/apache/tajo/BackendTestingUtil.java;no
4;tajo-cluster-tests/src/test/java/org/apache/tajo/BackendTestingUtil.java;no
5;tajo-cluster-tests/src/test/java/org/apache/tajo/BackendTestingUtil.java;no
1;tajo-cluster-tests/src/test/java/org/apache/tajo/CatalogTestingUtil.java;no
2;tajo-cluster-tests/src/test/java/org/apache/tajo/CatalogTestingUtil.java;no
3;tajo-cluster-tests/src/test/java/org/apache/tajo/CatalogTestingUtil.java;no
4;tajo-cluster-tests/src/test/java/org/apache/tajo/CatalogTestingUtil.java;no
5;tajo-cluster-tests/src/test/java/org/apache/tajo/CatalogTestingUtil.java;no
1;tajo-cluster-tests/src/test/java/org/apache/tajo/HBaseTestClusterUtil.java;no
2;tajo-cluster-tests/src/test/java/org/apache/tajo/HBaseTestClusterUtil.java;no
3;tajo-cluster-tests/src/test/java/org/apache/tajo/HBaseTestClusterUtil.java;no
4;tajo-cluster-tests/src/test/java/org/apache/tajo/HBaseTestClusterUtil.java;no
5;tajo-cluster-tests/src/test/java/org/apache/tajo/HBaseTestClusterUtil.java;no
1;tajo-cluster-tests/src/test/java/org/apache/tajo/IntegrationTest.java;no
2;tajo-cluster-tests/src/test/java/org/apache/tajo/IntegrationTest.java;no
3;tajo-cluster-tests/src/test/java/org/apache/tajo/IntegrationTest.java;no
4;tajo-cluster-tests/src/test/java/org/apache/tajo/IntegrationTest.java;no
5;tajo-cluster-tests/src/test/java/org/apache/tajo/IntegrationTest.java;no
1;tajo-cluster-tests/src/test/java/org/apache/tajo/LocalTajoTestingUtility.java;no
2;tajo-cluster-tests/src/test/java/org/apache/tajo/LocalTajoTestingUtility.java;no
3;tajo-cluster-tests/src/test/java/org/apache/tajo/LocalTajoTestingUtility.java;no
4;tajo-cluster-tests/src/test/java/org/apache/tajo/LocalTajoTestingUtility.java;no
5;tajo-cluster-tests/src/test/java/org/apache/tajo/LocalTajoTestingUtility.java;no
1;tajo-cluster-tests/src/test/java/org/apache/tajo/NamedTest.java;no
2;tajo-cluster-tests/src/test/java/org/apache/tajo/NamedTest.java;no
3;tajo-cluster-tests/src/test/java/org/apache/tajo/NamedTest.java;no
4;tajo-cluster-tests/src/test/java/org/apache/tajo/NamedTest.java;no
5;tajo-cluster-tests/src/test/java/org/apache/tajo/NamedTest.java;no
1;tajo-cluster-tests/src/test/java/org/apache/tajo/QueryTestCaseBase.java;no
2;tajo-cluster-tests/src/test/java/org/apache/tajo/QueryTestCaseBase.java;no
3;tajo-cluster-tests/src/test/java/org/apache/tajo/QueryTestCaseBase.java;no
4;tajo-cluster-tests/src/test/java/org/apache/tajo/QueryTestCaseBase.java;no
5;tajo-cluster-tests/src/test/java/org/apache/tajo/QueryTestCaseBase.java;no
1;tajo-cluster-tests/src/test/java/org/apache/tajo/TajoTestingCluster.java;no
2;tajo-cluster-tests/src/test/java/org/apache/tajo/TajoTestingCluster.java;no
3;tajo-cluster-tests/src/test/java/org/apache/tajo/TajoTestingCluster.java;no
4;tajo-cluster-tests/src/test/java/org/apache/tajo/TajoTestingCluster.java;no
5;tajo-cluster-tests/src/test/java/org/apache/tajo/TajoTestingCluster.java;no
1;tajo-cluster-tests/src/test/java/org/apache/tajo/TpchTestBase.java;no
2;tajo-cluster-tests/src/test/java/org/apache/tajo/TpchTestBase.java;no
3;tajo-cluster-tests/src/test/java/org/apache/tajo/TpchTestBase.java;no
4;tajo-cluster-tests/src/test/java/org/apache/tajo/TpchTestBase.java;no
5;tajo-cluster-tests/src/test/java/org/apache/tajo/TpchTestBase.java;no
1;tajo-common/src/main/java/org/apache/tajo/Assert.java;no
2;tajo-common/src/main/java/org/apache/tajo/Assert.java;no
3;tajo-common/src/main/java/org/apache/tajo/Assert.java;no
4;tajo-common/src/main/java/org/apache/tajo/Assert.java;no
5;tajo-common/src/main/java/org/apache/tajo/Assert.java;no
1;tajo-common/src/main/java/org/apache/tajo/BuiltinStorages.java;no
2;tajo-common/src/main/java/org/apache/tajo/BuiltinStorages.java;no
3;tajo-common/src/main/java/org/apache/tajo/BuiltinStorages.java;no
4;tajo-common/src/main/java/org/apache/tajo/BuiltinStorages.java;no
5;tajo-common/src/main/java/org/apache/tajo/BuiltinStorages.java;no
1;tajo-common/src/main/java/org/apache/tajo/ConfigKey.java;no
2;tajo-common/src/main/java/org/apache/tajo/ConfigKey.java;no
3;tajo-common/src/main/java/org/apache/tajo/ConfigKey.java;no
4;tajo-common/src/main/java/org/apache/tajo/ConfigKey.java;no
5;tajo-common/src/main/java/org/apache/tajo/ConfigKey.java;no
1;tajo-common/src/main/java/org/apache/tajo/ExecutionBlockId.java;no
2;tajo-common/src/main/java/org/apache/tajo/ExecutionBlockId.java;no
3;tajo-common/src/main/java/org/apache/tajo/ExecutionBlockId.java;no
4;tajo-common/src/main/java/org/apache/tajo/ExecutionBlockId.java;no
5;tajo-common/src/main/java/org/apache/tajo/ExecutionBlockId.java;no
1;tajo-common/src/main/java/org/apache/tajo/OverridableConf.java;no
2;tajo-common/src/main/java/org/apache/tajo/OverridableConf.java;no
3;tajo-common/src/main/java/org/apache/tajo/OverridableConf.java;no
4;tajo-common/src/main/java/org/apache/tajo/OverridableConf.java;no
5;tajo-common/src/main/java/org/apache/tajo/OverridableConf.java;no
1;tajo-common/src/main/java/org/apache/tajo/QueryId.java;no
2;tajo-common/src/main/java/org/apache/tajo/QueryId.java;no
3;tajo-common/src/main/java/org/apache/tajo/QueryId.java;no
4;tajo-common/src/main/java/org/apache/tajo/QueryId.java;no
5;tajo-common/src/main/java/org/apache/tajo/QueryId.java;no
1;tajo-common/src/main/java/org/apache/tajo/QueryIdFactory.java;no
2;tajo-common/src/main/java/org/apache/tajo/QueryIdFactory.java;no
3;tajo-common/src/main/java/org/apache/tajo/QueryIdFactory.java;no
4;tajo-common/src/main/java/org/apache/tajo/QueryIdFactory.java;no
5;tajo-common/src/main/java/org/apache/tajo/QueryIdFactory.java;no
1;tajo-common/src/main/java/org/apache/tajo/QueryVars.java;no
2;tajo-common/src/main/java/org/apache/tajo/QueryVars.java;no
3;tajo-common/src/main/java/org/apache/tajo/QueryVars.java;no
4;tajo-common/src/main/java/org/apache/tajo/QueryVars.java;no
5;tajo-common/src/main/java/org/apache/tajo/QueryVars.java;no
1;tajo-common/src/main/java/org/apache/tajo/SessionVars.java;no
2;tajo-common/src/main/java/org/apache/tajo/SessionVars.java;no
3;tajo-common/src/main/java/org/apache/tajo/SessionVars.java;no
4;tajo-common/src/main/java/org/apache/tajo/SessionVars.java;no
